 __label__8, 人 狼 なんて いる わけ ない じゃん 。 みんな 大げさ だ なあ 
 __label__1, 皆 、 答え て くれ て ありがとう 。 ☆>> 316 占 結果 を 出す 事 が 優先 な ん だ ね 。 でも パンダ の 可能 性 って 結構 ある ん じゃ ない か な 。 占 対抗 が 狂人 だっ たら 尚 更 な 気 が する よ 。 狼 みたい に 黒 出し の 間合い を 計れ ない し ね 。 で 、 実際 そう なっ た し 。 ☆>> 318 それ は ちょっと 信用 ガタ落ち な ん だ が … 。 例えば 騙 霊 が 狂 だ として 、 真 霊 吊 と 同時に 騙 霊 食べ て しまえ ば 、 以降 は 占 結果 で 村 が 動い て 行く よ ね 。 占 騙り 出し てる 狼 側 として は 、 考え う 
 __label__1, 皆 、 答え て くれ て ありがとう 。 ☆>> 316 占 結果 を 出す 事 が 優先 な ん だ ね 。 でも パンダ の 可能 性 って 結構 ある ん じゃ ない か な 。 占 対抗 が 狂人 だっ たら 尚 更 な 気 が する よ 。 狼 みたい に 黒 出し の 間合い を 計れ ない し ね 。 で 、 実際 そう なっ た し 。 ☆>> 318 それ は ちょっと 信用 ガタ落ち な ん だ が … 。 例えば 騙 霊 が 狂 だ として 、 真 霊 吊 と 同時に 騙 霊 食べ て しまえ ば 、 以降 は 占 結果 で 村 が 動い て 行く よ ね 。 占 騙り 出し てる 狼 側 うる 手 な ん じゃ な 
 __label__1, o 0 ( コピペミス … 。 申し訳 ない 。 )☆>> 318 それ は ちょっと 信用 ガタ落ち な ん だ が … 。 例えば 騙 霊 が 狂 だ として 、 真 霊 吊 と 同時に 騙 霊 食べ て しまえ ば 、 以降 は 占 結果 で 村 が 動い て 行く よ ね 。 占 騙り 出し てる 狼 側 として は 、 考え うる 手 な ん じゃ ない か と 思っ てる よ 。 に し て も 能力 者 ロラ 派 な のに 騙 構成 考え て ない 辺り とか も 含め て 、 ジムゾン 、 気 に なる よー 。 ☆>> 321 「 寡黙 に 占い 当て て ける 」 を 見落とし て た よ 、 すま ない 。 
 __label__5, ☆>> 392 うん 、 すま ない 。 「 あて て いく 」 を 「 黒 見つける 」 と 誤読 し た ん だ 。 どうか し てる 。 「 協力 姿勢 が 」 って の は 、 何となく で もの を 言っ てる 印象 が 強い から 。 情報 の 少ない 状態 で は 難しい 話 で は ある けど 、 出来れ ば 具体 的 に 練っ て み た 策 なんか を 聞き たい 所 な ん だ よ 。 流儀 の 話 で も ある ので 、 もちろん 強要 する つもり は ない よ 。 
 __label__7, ～ 霊 真贋 所 感 ～ カタ ： 発言 内容 は 村 視点 で も 理 に かなっ てる か な 。 ちゃんと 考え の 筋道 説明 し て くれ てる し 。 でも 読み返し て みる と 、 真 霊 道連れ 決め 打ち の 手 練れ 狂人 と も 取れる か な 。 初日 ● 希望 を 出し て ない の も 気 に なっ て き た 。 ただ ペタ の 貢献 度 が イマイチ な 分 、 どうしても 白く 見え て しまい は する ね 。 
 __label__1, ペタ ： 発言 数 少 、 発言 内容 薄 、 積極 性 も 薄 。 これ だ と 騙り に しか 見え ない ん だ よ 。 ディタ も 言う 通り 困っ てる 狂人 とか ね 。 真 霊 なら もっと 自分 の 正当 性 を 主張 し て もらえ ない か な ？ 頼む よ 。 で 今 の 所 の 信頼 度 は カタ > ペタ 。 騙り は 狼 狂 いずれ か 、 もう一度 考え て みる よ 。 
 __label__1, ～ 占 真贋 所 感 ～ ヨア ： なんだか 印象 の 薄い 感じ で 。 と 思っ て た けど >> 371 の パメ 占 CO タイミング に 突っ込ん だ シモン の 話題 の 辺り 。 真 占 だっ たら 騙 対抗 の 信用 を 下げる 少ない 糸口 の 一つ だっ た ん じゃ ない か な 。 もう少し 強 目 に 突っ込ん で も 良かっ た 気 が する ん だ が 。 「 なん で 指摘 し なかっ た の ?」 って 疑問 へ の ライト な 予防線 ? と 取れ なく も ない 。 
 __label__7, パメ ： CO タイミング の 件 は 気 に なり つつ も 、 発言 内容 は 受身 な 占 に 見える よ ね 。 FO の 話題 で 村 の 意向 に 沿う 姿勢 を 見せ たり 、 霊 ロラ 優先 で 占 を 残し て 、 灰 減らし を し たい と 言っ たり 。 でも 逆 を 言う と 占 騙り を 徹底 し てる 狼 と も 取れる な 。 ● 灰 誘導 し て 即 黒 出し 。 カタ >> 263 でも 言っ て た けど >> 257 の 寡黙 組み の 言及 とか ね 。 能力 者 ロラ 派 だ けど 霊 優先 な の は 、 灰 を 狭め させ ず に 黒 出し する 良い 手 かも 知れ ない 。 
 __label__7, 今 は 正直 どっち も どっち な ん だ 。 でも 2 人 を み てる と 狂人 臭 が し ない 。 ひょっと し て 狼 は 占 の どちら か かも って 思い 始め てる 。 狼 2 CO の 線 は 、 その 場合 の 狂人 の 居場所 が 分から なく て 、 ちょっと 考え づらい ん だ な 。 oO (>> 402 >> 409 これ は どう だい ？ つ [ まとめ → ツール → 人 狼 発言 フィルタ Firefox 拡張 Greasemonkey 用 スクリプト ]) 
 __label__5, みなさん もっと 村人 同士 信頼 し あい ましょ う よ 。 狼 へ の 一番 の 必勝 方 は 村人 同士 の 信頼 だ と 思う ん です 。 その 気持ち が あれ ば 狼 が 誰 か 自ずと わかっ て くる はず です 。 とりあえず 昨日 より 局面 は 動い た わけ です から 、 みなさん の 発言 を 鵜呑み に する くらい に 信用 すれ ば 次 の 吊り で 狼 が 出る はず です ！ 
 __label__9, とりあえず 今日 の 分 を 読み返し て き まし た 。 乗り遅れ まし た ので ご 迷惑 おかけいたし まし た 。 ニコラス さん ＞ ん ー 僕 の 正当 性 です か ・ ・ ・ 僕 は みなさん の よう な 論理 的 な 思考 や 賢い 話 は 苦手 です ので ・ ・ ・ 信じ て もらう しか ない です ね 。 それとも 次 の 占い 対象 を 僕 に し ます か ？ 僕 に できる こと は 次 の 日 に 吊ら れ た 人 の ○ ● を 付ける こと です 。 まぁ 対抗 が いる よう で は 難しい でしょ う が 。 
 __label__5, みなさん 揚げ足 を 取っ て ばかり で は ダメ です 。 もっと 信じ あい ましょ う ！ 二度と クララ さん の よう な 人 を 出さ ない ため に も 。 
 __label__5, 【 クララ 両 白 判定 確認 。 】 ～ 灰 考察 ～ [ 兵 ]： 黒 要素 が 見つけ られ ない ん ね 。 吊 占 希望 理由 から 何 か 狼 的 な 裏 読み も 出来 ない し 。 素 村 な 感じ 。 逆 に 黒 だっ たら 怖い けど 。 純 灰 。 [ 者 ]： 積極 的 に 議論 を 進め て 行く 姿勢 、 状況 判断 が 村 側 に 適切 な 印象 。 こちら も 狼 戦略 が 拾え ない なあ 。 でも 怖い 。 純 灰 。 ★ 聞か なく て も 語っ て くれる と 思い つつ 、 >> 357 の 占 と 吊 希望 理由 が 聞き たい な 。 
 __label__7, [ 屋 ]：>> 279 に 納得 。 その後 の 能力 者 ロラ 寄り から 灰 吊り へ の 思考 の 流れ も 違和感 ない なあ 。 >> 307 で 突然 死 対策 の 話 を 切り出し たり 、 ディタ が >> 373 で 言っ てる の も 含め て 、 狼 側 に はし 辛い 動き 方 を し て いる 様 に 見える よ 。 今 の 段階 で は 最も 信頼 度 の 高い 灰 です 。 初日 占 希望 に し て ごめん よ 。 
 __label__5, [ 神 ]： なんだか 挙動 不審 で … 。 票 まとめ や 議題 提示 補佐 で 積極 性 を 見せ て くれ てる けど 、 それ って ステルス 狼 に は 良い 発言 数 稼ぎ だ よ ね 。 一番 黒っぽい 灰 。 でも 狼 に し て は 投票 ミス や 誤爆 等 、 ちょっと 杜撰 な 印象 が … 。 村 側 な ん だっ たら 、 一度 頭 を スッキリ さ せ て 、 改めて 意見 を 聞か せ て 欲しい な 。 ★ ちなみに >> 330 の ロラ 変更 理由 も 教え て もらえる と 。 
 __label__7, [ 服 ]： 発言 から 誰 か と 連携 し て いる 様子 は 窺え ない 。 連携 出来 て ない の かも 知れ ない けど 。 それから >> 175 の CO の 仕方 が 気 に なる ん だ 。 普通 、 「 霊 で は ない 」 「 占 で は ない 」 って 言い方 を する と 思う ん だ けど 、 「 何 で も ない 」 という の は 。 投票 が 自分 セット だっ たり と か 。 狼 だっ たら この 辺 、 かなり 気 を 使う と 思う ん だ よ ね 。 なので 白 気味 に 見 て いる よ 。 
 __label__9, >> 435 信じ て くれ で は ちょっと … 。 皆 の 発言 の 中 に は 狼 の もの も 混じっ て いる ん だ よ 。 全部 を 信じる 訳 に は 行か ない さ 。 @ 5 
 __label__5, 夜中 じゃ ない けど 眠い 。 ニコラス が ▼ ペーター なら ペーター 君 は どこ セット だっ た ん だろ う と 思い つつ も ー 。 あと 今日 は 反応 遅く なる けど ちょくちょく 顔出し する つもり 。 ★>> 437 ニコラス が 、 ディーター と シモン の どこ が 怖い と 思っ た の か 、 詳しく お願い あと 私 から 質問 し てる し 、 私 へ の 質問 回収 も お願い ね 。 
 __label__5, 【 クララ の 白 確 確認 】 ペタ 来 た ん だ な 。 自 占い とか 信じ て 欲しい とか ペタ 狼 は やっぱ 無 さ そう だ な 。 カタリナ も 残せる 情報 殆ど 無い とか 言わ ない で 発言 し て 欲しい 。 今日 みたい に 判定 揃え ば 確定 する し 、 例え 判定 割れ て も その 判定 を 信じ て 貰える よう に 努力 し て 欲しい 。 
 __label__5, 今日 は 『 ボケ 老人 RP は なぜ 即 吊り な の か ～ 最近 の 事例 を 踏まえ て ～ 』 という シンポジウム に 参加 し て くる の じゃ 。 おそらく 更新 前後 が 鳩 に なる んで 、 だれ か 表 を 作っ て おい て くれる と ありがたい のう 。 
 __label__5, モーリッツ ＞ 昨日 の 決定 時間 の 時 に 言い たかっ た の だ が … 占い 吊り の 狩 CO に関して は 自己 判断 で 良い の か ？ クララ が 居 ない 気 が し た んで 言っ て も 混乱 する と 思っ て 言わ なかっ た の だ が … その 辺 も 指示 が ある と 混乱 ない と 思う ので 考え て おい て くれ 。 
 __label__5, 狩人 に は 狩人 に しか 見え ない 状況 が ある と 思う の じゃ 。 じゃ から 【 狩 回避 は 自己 判断 】 で よい と 思う 。 自己 判断 に 困る の で あれ ば 、 セオリー として は 吊り 回避 、 占い は 狩 地雷 を 嫌う ので 無けれ ば 非 回避 と いう と なる じゃろ う か 。 灰 襲撃 が 一つ 入っ て いる から 、 回避 し た から と いっ て 安易 に 信頼 は 取れ ない ん じゃ ろう が の 。 ただ 基本 は 【 狩 は 自己 判断 】 じゃ ぞ 。 
 __label__5, トーマス の 発言 読み返し て み た が … 特に 狩 臭 する 所 は 無かっ た な 。 狼 側 に は 解っ た の だろ う か ？ ？ 発言 から は 揺れ てる 村人 印象 は 受ける が … 狼 にとって は 一番 偽装 し やすい 所 だ し 、 あの 程度 の 揺れ で 村 決め 打ち さ れる と 思っ て の 襲撃 は ありえ ん よ な 。 やっぱ ロラ 関係 か ？ 能力 者 に ２ 狼 居 て ロラ さ れる と 不利 とか 、 霊 は どっち も 狼 っぽく 無い し な 。 ノリ で トマ 襲撃 って 言う の が 一番 しっくり する な ｗ 神 >> 403 どの 辺 で 混乱 し た の か 聞か せ て 欲 
 __label__9, ☆ 者 　 パッション です ！ 正直 内訳 なんて 発言 から も めったに わかる もの じゃ ない でし 、 経験 で 流れ ます の です よ 
 __label__5, 霊 能 者 ： 昨日 と あんまり 変化 し て ない 。 ただ カタリナ の 自 吊り や 自己 無用 発言 が 狂 臭い ん だ よ な 。 どっち も どっち 。 年 ＞ 年 は 誰 を 信用 し てる か 聞い て も 良い か ？ 旅 >> 429 羊 の どの 辺 が 村 視点 に 感じる か 教え て 欲しい ん だ が … 俺 に は 吊ら れ たい 狂人 に しか 感じ ない 。 羊 >> 448 パッション も 大切 だ が … その 印象 を 何処 で 受け た か を 聞い てる ん だ よ 。 年 の どの 発言 を 見 て 年 狼 と 思っ た ？ 
 __label__1, エルナ 狼 or クララ 狼 は 昨日 まで ある か もって 思っ て た けど … 俺 に は パメラ が やっぱり 信用 出来 ない ん だ よ な 。 パンダ 放置 って 言う 選択肢 は ありえ ない ん だ が … いまいち 乗り気 じゃ ない ん だ よ な … 占い師 の 発言 が もう少し 出揃う まで 待つ か な 。 占い師 の 印象 に関して も 昨日 と あんまり 変化 なし 。 
